filepath,dbash,db hash date,current hash,status
/etc/ssh/sshd_config,23a8a2b1a8f1538be49eb86313367191,2023-05-13T21:13:29Z,23a8a2b1a8f1538be49eb86313367191,ok
/etc/hosts,8c92c1522f72640e67eed60611e11935,2023-05-14T21:29:24Z,8c92c1522f72640e67eed60611e11935,ok
/etc/group,a32d2ce5c98f6262e11989e2ce141461,2023-05-13T21:13:11Z,a32d2ce5c98f6262e11989e2ce141461,ok
/etc/passwd,d5e01e1a884cf82c56430e3f3e49e50b,2023-05-13T21:13:16Z,d5e01e1a884cf82c56430e3f3e49e50b,ok
/etc/environment,f3377ed52072acbbf4cbb59af03c7fdb,2023-05-13T21:13:37Z,f3377ed52072acbbf4cbb59af03c7fdb,ok
